AccusedRef,FirstName,LastName,Alias,DesTitle,Sex,Res_settlement,Res_parish,Res_presbytery,Res_county,MaritalStatus,Occupation,Notes
A/EGD/29,Hector,Munro,,of Fowlis,Male,,,,Ross,,,
A/EGD/290,Margaret,Beverage,,,Female,,P/ST/784,Kirkcaldy,Fife,Married,,
A/EGD/291,Janet,Steil,,,Female,Kilmauers,P/ST/1084,Irvine,Ayr,,,
A/EGD/292,Unknown,Wallas,,,Female,,P/ST/958,Irvine,Ayr,,,Described as a damsel. Not the same person as Unknown Wallace C/EGD/781.
A/EGD/293,Marrion,Wilsoune,,,Female,,P/ST/1477,Haddington,Haddington,,,
A/EGD/294,Isobel,Kemp,,,Female,,P/ST/1477,Haddington,Haddington,,,
A/EGD/296,Janet,Millar,,,Female,,P/ST/1531,Stirling,Stirling,,,
A/EGD/297,Margaret,Gourlay,,,Female,,,,Stirling,,,
A/EGD/298,Helen,Heriot,,,Female,,,,Haddington,,,
A/EGD/299,Alleson,Fermor,,,Female,,,,Haddington,,,
A/EGD/30,Marioun Neyn Donald,McIngaruch (McAndyour),Mauld,,Female,,,,Ross,,,
A/EGD/300,Marion,Angus,,,Female,,P/ST/1477,Dunbar,Haddington,,,
A/EGD/301,Jean,Sydserff,,,Female,,,,Haddington,,,
A/EGD/302,Bessie,Lacost,,,Female,,P/ST/1477,Dunbar,Haddington,,,
A/EGD/303,Janet,Wood,,,Female,,,,Haddington,,,
A/EGD/304,Margaret,Harvie,,,Female,,P/ST/1077,,Stirling,,,
A/EGD/305,Issobell,Bennet,,,Female,,P/ST/1473,Stirling,Stirling,Married,,
A/EGD/306,Bessie,Stevenson,,,Female,,P/ST/1473,Stirling,Stirling,Widowed,,Her husband was a 'gairer'?  She confessed to being with Satan for 24 years.  Age estimated at 49
A/EGD/307,Helline,Cuming,,,Female,,P/ST/1477,Dunbar,Haddington,,,
A/EGD/308,Jonnet,Man,,,Female,,P/ST/1477,Dunbar,Haddington,Irregular union,,Described as 'living out of wedlock'. And says that she committed lots of sins from that.  Could be single but I think it means that she is with a man but not married. Going to put very poor socioeconomic status because she was seeking alms.
A/EGD/309,Isable,Bennet,,,Female,,,,Roxburgh,,,
A/EGD/31,Wife of John,Bane,,,Female,,,,Ross,Married,,
A/EGD/311,Martha,Butter,,,Female,,,,Haddington,Married,,Her mother was also accused of witchcraft
A/EGD/312,Cristian,Cranstoun,,,Female,,P/ST/1525,Haddington,Haddington,Widowed,,
A/EGD/313,Barbara,Cochrane,,,Female,,P/ST/1525,Haddington,Haddington,Widowed,,
A/EGD/314,Elspeth,Colvill,,,Female,West Port,P/ST/811,Edinburgh,Edinburgh,Married,,Husband a baxter (baker).
A/EGD/315,Jonet,Balfour,,,Female,,,,Haddington,Widowed,,
A/EGD/316,Elspeth,Robertson,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Her husband was a weaver.
A/EGD/317,Meg,Maitland,,,Female,,,,Haddington,,,
A/EGD/318,Cristian,Harper,,,Female,,,,Haddington,,,Described as umqll [i.e. dead].
A/EGD/319,Issobel,Home,,,Female,,P/ST/1525,Haddington,Haddington,Widowed,,
A/EGD/32,Wife of John,McConeill-Gar,,,Female,,,,Ross,Married,,
A/EGD/320,Hellen,Fleck,,,Female,,,,Haddington,,,She is described as Umqll [i.e. dead]
A/EGD/321,Katharine,Gibsone,,,Female,,P/ST/1359,Haddington,Haddington,Widowed,,
A/EGD/322,Margaret,Hall,,,Female,,P/ST/1359,Haddington,Haddington,Married,,Her mother and daughter were also accused of witchcraft.
A/EGD/323,Thomas,Thompson,,,Male,,P/ST/1359,Haddington,Haddington,,,
A/EGD/324,Agnes,Thomson,,,Female,,P/ST/1299,Dalkeith,Edinburgh,Widowed,,"Pre-trial notes give her age at 63, and she confessed to relationship to Devil for 18 years.  In 1659 her spouse was John Wood but he was dead by 1661."
A/EGD/325,Marioun,Lowrie,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Husband was a flesher.
A/EGD/326,Katharine,Gray,,,Female,,P/ST/1525,Haddington,Haddington,,,An indweller of Tranent
A/EGD/327,Margaret,Robertson,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Husband was a weaver
A/EGD/328,Helen,Girbson,,,Female,,,,Haddington,Widowed,,
A/EGD/329,Lancelot,Crictoun,,,Male,,,,Haddington,Married,,His wife was also accused of witchcraft.
A/EGD/33,John,McConeill-Gar,,,Male,,,,Ross,Married,,
A/EGD/330,Grissel,Fleck,,,Female,,,,Haddington,Married,,Her husband was also accused of witchcraft.
A/EGD/331,Marion,Gray,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Her husband was a cold brewer
A/EGD/332,Elspeth,Fouller,,,Female,,P/ST/1525,Haddington,Haddington,Widowed,,She died in prison on 28/4/1659
A/EGD/333,Helen,Wilson,,,Female,,P/ST/1359,Haddington,Haddington,Widowed,,
A/EGD/334,Jonet,Thomson,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Wife of a shoemaker
A/EGD/335,John,Douglas,,,Male,,P/ST/1525,Haddington,Haddington,,,Indweller of Tranent
A/EGD/336,Marioun,Lynn,,,Female,,P/ST/1359,Haddington,Haddington,Widowed,Midwife,"Servitor to John ??, Also described as a midwife."
A/EGD/337,Marion,Logan,,,Female,,,,Haddington,,,
A/EGD/338,Mareone,Guild,,,Female,,P/ST/1525,Haddington,Haddington,Married,,Husband a cordiner
A/EGD/339,Janet,Crooks,,,Female,,P/ST/1525,Haddington,Haddington,Widowed,,Indweller in Tranent
A/EGD/34,Christiane,Roiss,Malcomson,,Female,Canorth,P/ST/1495,Tain,Ross,,,
A/EGD/340,Janet,Tucidie,,,Female,,P/ST/658,Edinburgh,Edinburgh,,,
A/EGD/341,Janet,Watson,,,Female,,P/ST/1525,Haddington,Haddington,,,Indweller in tranent
A/EGD/342,Helen,Simbeard,,,Female,,P/ST/1359,Haddington,Haddington,Widowed,,
A/EGD/343,Anna,Naismith,,,Female,,,,Haddington,,,
A/EGD/344,Barbara,Erskyne,,,Female,Cambus,P/ST/443,Stirling,Clackmannan,,,
A/EGD/346,James,Kirk,,,Male,,P/ST/443,Stirling,Clackmannan,,,
A/EGD/347,Marioun,Yool,,,Female,,,,Haddington,,,
A/EGD/348,Elspeth,Mowat,,,Female,,P/ST/391,Edinburgh,Edinburgh,Married,,
A/EGD/349,Jonet,Hewat,,,Female,,P/ST/391,Edinburgh,Edinburgh,,,Met the devil about 7 years before 25+7=32.
A/EGD/35,Marion Neyne,McAlester,Laskie Loncart,,Female,,P/ST/1495,Tain,Ross,,,
A/EGD/350,Janet,Allane,,,Female,Holyrood,P/ST/654,Edinburgh,Edinburgh,,,
A/EGD/352,Jean,Brown,,,Female,,,,Edinburgh,,,
A/EGD/353,Bessie,Moffat,,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,Married,,Recorded as an indweller in Dalkeith.
A/EGD/354,Jonet,Watsone,,,Female,,P/JO/3540,Dalkeith,Edinburgh,,,Recorded as an indweller in Dalkeith
A/EGD/355,Jean,Howison,,,Female,Sheriffhall,P/ST/1299,Dalkeith,Edinburgh,Widowed,,
A/EGD/357,Janet,Daill,,,Female,,,,Dumfries,,,
A/EGD/358,Thomas,Wilson,,,Male,,,,Dumfries,,,
A/EGD/359,Janet,Daill,,,Female,Musselburgh,P/ST/967,Dalkeith,Edinburgh,Married,,Reputation of 14 years; husband was a collier
A/EGD/36,William,McGillievray,,,Male,Dane,,,Ross,,,
A/EGD/360,Agnes,Loch,,,Female,Sunniesyd,P/ST/1299,Dalkeith,Edinburgh,Married,,"JC26/27/1 item 10, says she was 34 years old."
A/EGD/361,David,Johnston,,,Male,,P/ST/1299,Dalkeith,Edinburgh,,Collier,"Confessed to making a pact with the Devil 13 years before, and said he was carrying coal to Edinburgh when he met the Devil."
A/EGD/362,Janet,Lyle,,,Female,Edmestoun,P/ST/1299,Dalkeith,Edinburgh,Widowed,,"Reputation for one year,  pre-trial notes gave her age."
A/EGD/363,Margaret,Rammage,,,Female,Edmestoun,P/ST/1299,Dalkeith,Edinburgh,Widowed,,
A/EGD/366,Janet,Paistoun,,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,Married,,
A/EGD/367,Marion,Greinlaw,,,Female,Sunniesyd,P/ST/1299,Dalkeith,Edinburgh,,,
A/EGD/369,Elspet,Graham,,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,Married,,
A/EGD/370,Issobell,Fergussone,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,"Reputation for 40 years, but JC26/27/9 said she was 71 years old.  Used to live at the stemare in Liberton Parish, but I think she moved to Dalkeith."
A/EGD/371,Marjory,Wilson,,,Female,,,Dalkeith,Edinburgh,,,
A/EGD/372,Christiane,Wilsone,the Lanthern,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,,,
A/EGD/373,Christian,Patersone,,,Female,,P/ST/1274,Dalkeith,Edinburgh,Widowed,,
A/EGD/374,Beatrix,Leslie,,,Female,Blackcoat,P/ST/1274,Dalkeith,Edinburgh,Married,Midwife,"She was described as having left her 'pock' in the house of a family that appear to have been colliers, and then angrily retrieved it.  This could mean she was storing something, or that she was a beggar?"
A/EGD/375,Agnes,Pogavie,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,"Joined Devil 11 years before, 25+11=36."
A/EGD/376,Bessie,Wilson,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/377,Elspett,Blackie,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/378,Thomas,Black,,,Male,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/379,Margaret,Bryson,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,Married,,
A/EGD/38,Agnes,Roy,,,Female,,P/ST/1286,Tain,Sutherland,,,
A/EGD/380,Jonnet,Gibesone,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/381,Issobell,Dodis,,,Female,,,,Edinburgh,,,Larner had her from Liberton/Duddingston. Others accused associated with her were from Liberton so it is likely she was from there as well.
A/EGD/384,Marjorie,Fairwell,,,Female,,P/ST/773,Edinburgh,Edinburgh,Married,,
A/EGD/385,Issobel,Broun,,,Female,East Duddingston,P/ST/773,Edinburgh,Edinburgh,Married,,Husband was tailor
A/EGD/386,Issobell,Robiesone,,,Female,,P/ST/773,Edinburgh,Edinburgh,Widowed,,"May have been from Duddingston as witnesses to confession included the minister. Also recorded as Robertson, and may be related to Jonet Robeson (c/egd/531)"
A/EGD/387,Jonet,Ker,,,Female,Wester Duddingston,P/ST/773,Edinburgh,Edinburgh,Widowed,,
A/EGD/389,Jonet,Miller,,,Female,Auld Liston,P/ST/1081,Linlithgow,Linlithgow,,,Accused of having caused harm 26 years before (25+26=51). Also meeting with the devil 5 years before. Recorded as having been named as witch in 1650.
A/EGD/39,Thomas McKane More McAllane,McEuoch,Cassindonisch,,Male,,,,Ross,,,Name recorded a number of different ways. Thomas McAnemoir McAllan McHenrik. Peter Maxwell Stuart had him as McKane.
A/EGD/390,Margaret,Hutchison,,,Female,,P/ST/773,Edinburgh,Edinburgh,Married,,Reputation for 40 years (40+25=65).  Lots of people testified to her reputation for witchcraft.  Husband was a reader.
A/EGD/391,Isobel,Ramsay,,,Female,Wester Duddingston,P/ST/773,Edinburgh,Edinburgh,Married,,Devil appeared as her husband.  She seems to have travelled a lot to and from Edinburgh.  Daughter testified against her.
A/EGD/393,Bessie,Flinker,,,Female,,,,Edinburgh,,,Larner had her from Liberton/Duddingston. Others involved came from Liberton so she was probably from there as well.
A/EGD/395,Janet,Blackie,,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,,,
A/EGD/396,Margaret,Grieve,,,Female,,P/ST/391,Edinburgh,Edinburgh,,,"Confessed to being with the Devil for 22 years, 25+22=47."
A/EGD/397,Margaret,Porteous,,,Female,,,,Edinburgh,Widowed,,Possibly from Gilmerton or Liberton.
A/EGD/398,Janet,Cock,,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,Married,,"Reputation for 24 years (24+25=49).  The first trial was all about disputes, the second trial has more information about healing, but still mostly disputes."
A/EGD/4,Janet,Bowis,,,Female,,,,Lanark,,,
A/EGD/40,Christian,Smyth,,,Female,,,,Ross,,,
A/EGD/400,Margaret,Allan,,,Female,Newhall,P/ST/574,Linlithgow,Linlithgow,Married,,"She seems to have worked for the laird of Newhall and stayed in his house, but one item in the draft dittay describes someone buying land possessed by her husband.  Unclear socio-econ status."
A/EGD/401,Effie,Pothif,,,Female,,P/ST/391,Edinburgh,Edinburgh,Married,,
A/EGD/402,Wife of Robert,Wir,,,Female,,P/ST/391,Edinburgh,Edinburgh,Married,,
A/EGD/404,Jonet,Ewart,,,Female,Goodtrees,P/ST/1136,,Edinburgh,,,
A/EGD/405,Janet,Coldane,,,Female,,P/JO/3540,Dalkeith,Edinburgh,,,
A/EGD/406,Jeane,Gaylor,,,Female,,P/ST/654,Edinburgh,Edinburgh,Widowed,,Her husband was a dagmaker - maker of guns.
A/EGD/407,Helen,Mathie,,,Female,,,,Edinburgh,,,Larner had her from Liberton/Duddingston.
A/EGD/409,Jeane,Mathie,,,Female,,,,Edinburgh,,,Larner had her from Liberton/Duddingston.
A/EGD/41,Violet,Auchinlek,,,Female,Crechie,P/ST/690,Dornoch,Aberdeen,Married,,The prolocutors in defence were earls and lords.
A/EGD/411,Helen,Spears,,,Female,,,,Edinburgh,,,Larner queried that she was from Gilmerton.
A/EGD/412,Janet,Robison,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/414,Elspeth,Chib,,,Female,,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/415,Agnes,Brown,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,Married,,Also recorded as Bowie.
A/EGD/416,Cristine,Bell,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,Also recorded as Christian
A/EGD/417,Bessie,Nicoson,,,Female,,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/419,Margaret,Waldon,,,Female,,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/42,Janet,Clark,Spalding,,Female,Blalach,P/ST/679,Chanonry,Aberdeen,Married,,The entry in JC26/2 index says Cromar
A/EGD/420,Marin,Coran,,,Female,,P/ST/391,Edinburgh,Edinburgh,,,
A/EGD/421,Agnes,Bowie,,,Female,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,This name was recorded as Cowie but it is Bowie
A/EGD/423,Agnes,Williamsone,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,
A/EGD/424,James,Welch,,,Male,Sammuelston,P/JO/3539,Haddington,Haddington,,,Described as a poor begging boy.  He was a minor so couldn't be tried.  I estimate his age at 15 on the assumption that 16 was when minor status ended.
A/EGD/425,Margaret,Wilsone,,,Female,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/426,Bessie,Wilson,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/427,Bessie,Friece,,,Female,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/428,Issobel,Friece,,,Female,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/429,Elspeth,Makhomie,,,Female,,P/ST/490,Nairn,Nairn,Widowed,,
A/EGD/43,Bessie,Roy,,,Female,Fetterneir,P/ST/835,Garioch,Aberdeen,,Nurse,"Nurse to the Laird of Boquhane, is this a wet nurse?  She was picking lint with other women.  She had been living with a man for 12 years, he was perhaps her common law husband.  She was a servant to Leslie and Achinleck who consulted her for witchcraft."
A/EGD/430,Mariorie,Man,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/431,Archibald,Man,,,Male,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/432,Bessie,Hay,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/433,Mariorie,Taylor,,,Female,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/434,Elspet,Nishie,,,Female,,P/ST/490,Nairn,Nairn,Married,,A lot of family connections here.
A/EGD/435,Elspeth,Makbeith,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/436,Janet,Burnet,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/437,Barbara,Friece,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/438,Margaret,Brodie,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/439,Agnes,Grant,,,Female,,P/ST/815,Elgin,Nairn,,,
A/EGD/44,Marion,Bruce,,,Female,,P/ST/490,Nairn,Aberdeen,,,
A/EGD/440,Walter,Ledy,,,Male,Penick,P/ST/490,Nairn,Nairn,,,
A/EGD/441,Margaret,Hucheons,,,Female,Penick,P/ST/490,Nairn,Nairn,,,
A/EGD/442,Bessie,Hutcheons,,,Female,Penick,P/ST/490,Nairn,Nairn,,,
A/EGD/443,Elspet,Falconer,,,Female,Penick,P/ST/490,Nairn,Nairn,Married,,
A/EGD/444,Bessie,Young,,,Female,Lochloy,P/ST/490,Nairn,Nairn,,,
A/EGD/445,Issobel,Nicoll,,,Female,Lochloy,P/ST/490,Nairn,Nairn,,,
A/EGD/446,Alexander,Bell,,,Male,Drumdewin,P/ST/490,Nairn,Nairn,,,Said he was a 'charmer'.
A/EGD/447,Bessie,Peterkin,,,Female,Torrich,P/ST/490,Nairn,Nairn,,,
A/EGD/448,Janet,Smith,,,Female,Arry,P/ST/490,Nairn,Nairn,Married,,
A/EGD/449,Agnes,Brodie,,,Female,Leathen,P/ST/490,Nairn,Nairn,,,
A/EGD/45,Jonet,Grant,Gradoch,,Female,Colquhatstane,,,Aberdeen,Married,,Mentioned as being from Cromar ?Cromarty.  Within the parish of coucht (?).  Parish is definitely called Cromar.
A/EGD/450,Elsept,Gilbert,,,Female,Leathinbar,P/ST/490,Nairn,Nairn,,,
A/EGD/451,Allexander,Ledy,,,Male,Wester Kinstray,P/ST/490,Nairn,Nairn,,,
A/EGD/452,Margaret,Kyllie,,,Female,Wester Kinstray,P/ST/490,Nairn,Nairn,,,
A/EGD/453,Mariorie,Dunbar,,,Female,Brightmanny,P/ST/490,Nairn,Nairn,,,
A/EGD/454,Janet,Man,,,Female,Milton of Moynes,P/ST/490,Nairn,Nairn,Married,,
A/EGD/455,Allexander,Sheipheard,,,Male,Milton of Moynes,P/ST/490,Nairn,Nairn,Married,,
A/EGD/456,Grisall,Sinklar,,,Female,Leathen,P/ST/490,Nairn,Nairn,Married,,
A/EGD/457,John,Robertson,,,Male,Leathen,P/ST/490,Nairn,Nairn,Married,,
A/EGD/458,Elspet,Laird,,,Female,Milton of Moynes,P/ST/490,Nairn,Nairn,,,
A/EGD/459,Janet,Finlay,,,Female,Earlfeet,P/ST/490,Nairn,Nairn,Married,,
A/EGD/46,Meg,Dow,,,Female,Gilmerton,,,Edinburgh,,,The documents says lx (but very badly written)
A/EGD/460,Allexander,Elder,,,Male,Earlfeet,P/ST/490,Nairn,Nairn,Married,,
A/EGD/461,Elspet,Chisolme,,,Female,,P/ST/490,Nairn,Nairn,Widowed,,
A/EGD/462,Agnes,Torrie,,,Female,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/464,Helen,Inglis,,,Female,,P/ST/490,Nairn,Nairn,Married,,
A/EGD/465,Keathren,Sowter,,,Female,,P/ST/490,Nairn,Nairn,,,
A/EGD/466,Jonet,Blyth,,,Female,,,Haddington,Haddington,,,
A/EGD/467,Marion,Lindsay,,,Female,,,Haddington,Haddington,,,
A/EGD/468,Jonet,Todry,,,Female,,,Haddington,Haddington,,,
A/EGD/469,wife of Richard,Gulvitas,,,Female,,,Haddington,Haddington,Married,,
A/EGD/47,Bessie,Paull,,,Female,Blelak,,Aberdeen,Aberdeen,Married,,"Described as being from the Cromar (?Cromarty). Andro Paul, burgess of Aberdeen, represented her, possibly her father or brother."
A/EGD/470,Barbara,Conglitoun,,,Female,,,Haddington,Haddington,,,
A/EGD/471,Violet,Nymmo,,,Female,,,Haddington,Haddington,,,
A/EGD/472,Bessie,Thomason,,,Female,,,Haddington,Haddington,,,"We think this is not the same as Bessie Thompson, C/EGD/541."
A/EGD/474,Walter,Dykis,,,Male,,,Haddington,Haddington,,,
A/EGD/475,Jonnet,Wilsone,,,Female,Templefield,,Haddington,Haddington,Married,,
A/EGD/476,William,Martin,,,Male,,,Haddington,Haddington,,,
A/EGD/477,Edward,Dickson,,,Male,,,Haddington,Haddington,,,
A/EGD/478,Helen,Birks,,,Female,,,Haddington,Haddington,,,
A/EGD/479,Jonet,Dewar,,,Female,,,Haddington,Haddington,Married,,
A/EGD/48,John,Fean,Cunninghame,Dr.,Male,,P/ST/1357,Haddington,Haddington,Single,School teacher,He used to live in Tranent.
A/EGD/480,Marion,Raeburn,,,Female,,,Haddington,Haddington,Married,,
A/EGD/481,Nicoll,Wadie,,,Male,,,Haddington,Haddington,Married,,Both husband and wife were accused of witchcraft.
A/EGD/482,Marion,Broun,,,Female,,P/JO/3539,Haddington,Haddington,Married,,She and her husband were both accused of witchcraft.
A/EGD/483,Helen,Reid,,,Female,,,,Haddington,Married,,
A/EGD/484,Patrick,Meikle,,,Male,,P/JO/3539,Haddington,Haddington,Married,,Both Meikle and his wife were accused of witchcraft.
A/EGD/485,Margaret,Blak,,,Female,,P/JO/3539,Haddington,Haddington,Married,,Her husband was a miller. Both were accused of witchcraft.
A/EGD/486,John,Homme,,,Male,,P/JO/3539,Haddington,Haddington,Married,Miller,He and his wife were both accused of witchcraft.
A/EGD/487,Jon,Bartleman,Crown of the Rig,,Male,,P/JO/3539,Haddington,Haddington,Married,,He and his wife were accused of witchcraft.
A/EGD/488,George,Scherswood,,,Male,,P/JO/3539,Haddington,Haddington,Married,,Husband and wife both accused of witchcraft.
A/EGD/489,Christiane,Deanes,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,They were both accused of witchcraft.
A/EGD/49,William,Leslie,,,Male,Crechie,P/ST/690,Dornoch,Aberdeen,Married,,The defence people are all lords and earls.
A/EGD/492,Jon,Kincaid,,,Male,,P/ST/1525,Haddington,Haddington,,,"I think this is the witchpricker John Kincaid, being accused of witchcraft himself."
A/EGD/493,(mother of),Robertson,,,,,P/ST/400,Haddington,Haddington,,,
A/EGD/494,Marion,Stevinstoun,,,Female,,P/ST/400,Haddington,Haddington,,,
A/EGD/495,(wife of William),Finlasoun,,,Female,,,,Haddington,Married,,
A/EGD/496,(wife of Thomas),Finlason,,,Female,Over Saltoun,P/ST/1408,Haddington,Haddington,Married,,
A/EGD/497,Thomas,Finlason,,,Male,Over Saltoun,P/ST/1408,Haddington,Haddington,Married,,
A/EGD/498,Alexander,Huntar,,,Male,,P/ST/1408,Haddington,Haddington,,,
A/EGD/499,Marion,Smith,,,Female,,P/ST/1408,Haddington,Haddington,,,
A/EGD/5,Johne,McWilliam,,,Male,,P/ST/769,Dunbarton,Dunbarton,,Slaterer,
A/EGD/50,Janet,Pook,,,Female,,,,Stirling,Single,,Says she has no husband so I put that she is single
A/EGD/500,Wife of Archibald,Baird,,,Female,Blauster,,Haddington,Haddington,Married,,
A/EGD/501,Archibald,Baird,,,Male,Blauster,,Haddington,Haddington,Married,,
A/EGD/502,Beigis,Sanderson,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/EGD/503,Agnes,Spens,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/EGD/504,Helen,Trottar,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/EGD/505,Issobell,Cathie,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,All three members of the family were accused of witchcraft.
A/EGD/506,Jonet,Wast,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,All the family were accused of witchcraft.  Probably the same person as c/egd/1359.
A/EGD/507,Patrick,Cathie,,,Male,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,All the family were accused of witchcraft.
A/EGD/508,Susanna,Bannytyne,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/509,Issobell,Stillie,,,Female,,P/JO/3539,Haddington,Haddington,,,"She and her mother and father were all accused of witchcraft.
Recorded as Steills in APS."
A/EGD/51,Johne,McGill (McGillis),,,Male,,P/ST/1359,Haddington,Haddington,,,"His father, Gilbert McGill was also executed in Haddington."
A/EGD/510,Christian,Blaik,,,Female,Saltpreston,P/ST/1359,Haddington,Haddington,Married,,"Three members of the family were accused of witchcraft. Is this the same as Christain Blaickie, C/LA/3161, Haddington 1659?"
A/EGD/511,Nicoll,Stillie,,,Male,,P/JO/3539,Haddington,Haddington,Married,,Three members of the family were accused of witchcraft. Recorded as Steills in APS.
A/EGD/512,Jonnet,Kempe,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/513,Margaret,Paterson,,,Female,,P/JO/3539,Haddington,Haddington,,,"Could be the same Margaret Paterson accused in 1649, c/jo/2689."
A/EGD/514,Elspeth,Tailyeor,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/515,Anna,Pilmure,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,She and her husband both accused of witchcraft in 1661.
A/EGD/516,David,Meikle,,,Male,,P/JO/3539,Haddington,Haddington,Married,,He and his wife were accused of witchcraft
A/EGD/517,Issobell,Thomsone,,,Female,Sammuelston,P/JO/3539,Haddington,Haddington,,,
A/EGD/518,Jeane,Kirkwood,,,Female,,P/JO/3539,Haddington,Haddington,Married,,She and her husband were both accused of witchcraft.
A/EGD/519,Robert,Scot,,,Male,Sammuelston,P/JO/3539,Haddington,Haddington,Married,,He and his wife were accused of witchcraft.
A/EGD/52,Agnes,Sampsoune,,,Female,Nether Keith,,Dalkeith,Edinburgh,Widowed,,There is a possible note about her in Dalkeith presbytery.
A/EGD/520,Jonet,Robeson,,,Female,Stonhouse,P/JO/3539,Haddington,Haddington,Married,,Also recorded as Robertson
A/EGD/521,Anna,Hunter,,,Female,Midles,,,Haddington,Married,,
A/EGD/522,Unknown,Guidfellow,,,Female,,,,Haddington,Married,,"Possibly same person as Margaret Goodfellow, c/jo/2672 denounced in 1649."
A/EGD/523,Robert,Baxter,,elder,Male,,,,Haddington,Married,,
A/EGD/524,(wife of George),Sandie,,,Female,,,,Haddington,Married,,Husband a cooper
A/EGD/525,Marie,Lamb,,,Female,,,,Haddington,Married,,
A/EGD/526,George,Gledd,,,Male,Winton,P/ST/1333,Haddington,Haddington,,,
A/EGD/527,(wife of Thomas),Baylie,My Lady Falvenner,,Female,,,,Haddington,Married,,
A/EGD/528,(wife of Alexander),Bell,,,Female,,P/ST/1333,Haddington,Haddington,Married,,
A/EGD/529,Marion,Blaik,,,Female,,,,Haddington,,,
A/EGD/53,wife of Nicoll,Murray,,,Female,,,,Haddington,Married,,husband a tailor
A/EGD/530,Bessie,Thompson,,,Female,,P/ST/1333,Haddington,Haddington,,,We think she is not the same as c/egd/483.
A/EGD/531,Jonet,Liddell,,,Female,,P/ST/1333,Haddington,Haddington,,,
